x,y,dy/dx,state
279,279,1,"None"
280,280,1,"None"
281,281,1,"None"
282,282,1,"None"
283,283,1,"None"
284,284,1,"None"
285,285,1,"None"
286,286,1,"None"
287,287,1,"None"
288,288,1,"None"
289,289,1,"None"
290,290,1,"None"
291,291,1,"None"
292,292,1,"None"
293,293,1,"None"
294,294,1,"None"
295,295,1,"None"
296,296,1,"None"
297,297,1,"None"
298,298,1,"None"
299,299,1,"None"
300,300,1,"None"
301,301,1,"None"
302,302,1,"None"
303,303,1,"None"
304,304,1,"None"
305,305,1,"None"
306,306,1,"None"
307,307,1,"None"
308,308,1,"None"
309,309,1,"None"
310,310,1,"None"
311,311,1,"None"
312,312,1,"None"
313,313,1,"None"
314,314,1,"None"
315,315,1,"None"
316,316,1,"None"
317,317,1,"None"
318,318,1,"None"
319,319,1,"None"
320,320,1,"None"
321,321,1,"None"
322,322,1,"None"
323,323,1,"None"
324,324,1,"None"
325,325,1,"None"
326,326,1,"None"
327,327,1,"None"
328,328,1,"None"
329,329,1,"None"
330,330,1,"None"
331,331,1,"None"
332,332,1,"None"
333,333,1,"None"
334,334,1,"None"
335,335,1,"None"
336,336,1,"None"
337,337,1,"None"
338,338,1,"None"
339,339,1,"None"
340,340,1,"None"
341,341,1,"None"
342,342,1,"None"
343,343,1,"None"
344,344,1,"None"
345,345,1,"None"
346,346,1,"None"
347,347,1,"None"
348,348,1,"None"
349,349,1,"None"
350,350,1,"None"
351,351,1,"None"
352,352,1,"None"
353,353,1,"None"
354,354,1,"None"
355,355,1,"None"
356,356,1,"None"
357,357,1,"None"
358,358,1,"None"
359,359,1,"None"
360,360,1,"None"
361,361,1,"None"
362,362,1,"None"
363,363,1,"None"
364,364,1,"None"
365,365,1,"None"
366,366,1,"None"
367,367,1,"None"
368,368,1,"None"
369,369,1,"None"
370,370,1,"None"
371,371,1,"None"
372,372,1,"None"
373,373,1,"None"
374,374,1,"None"
375,375,1,"None"
376,376,1,"None"
377,377,1,"None"
378,378,1,"None"
379,379,1,"None"
380,380,1,"None"
381,381,1,"None"
382,382,1,"None"
383,383,1,"None"
384,384,1,"None"
385,385,1,"None"
386,386,1,"None"
387,387,1,"None"
388,388,1,"None"
389,389,1,"None"
390,390,1,"None"
391,391,1,"None"
392,392,1,"None"
393,393,1,"None"
394,394,1,"None"
395,395,1,"None"
396,396,1,"None"
397,397,1,"None"
398,398,1,"None"
399,399,1,"None"
400,400,1,"None"
401,401,1,"None"
402,402,1,"None"
403,403,1,"None"
404,404,1,"None"
405,405,1,"None"
406,406,1,"None"
407,407,1,"None"
408,408,1,"None"
409,409,1,"None"
410,410,1,"None"
411,411,1,"None"
412,412,1,"None"
413,413,1,"None"
414,414,1,"None"
415,415,1,"None"
416,416,1,"None"
417,417,1,"None"
418,418,1,"None"
419,419,1,"None"
420,420,1,"None"
421,421,1,"None"
422,422,1,"None"
423,423,1,"None"
424,424,1,"None"
425,425,1,"None"
426,426,1,"None"
427,427,1,"None"
428,428,1,"None"
429,429,1,"None"
430,430,1,"None"
431,431,1,"None"
432,432,1,"None"
433,433,1,"None"
434,434,1,"None"
435,435,1,"None"
436,436,1,"None"
437,437,1,"None"
438,438,1,"None"
439,439,1,"None"
440,440,1,"None"
441,441,1,"None"
442,442,1,"None"
443,443,1,"None"
444,444,1,"None"
445,445,1,"None"
446,446,1,"None"
447,447,1,"None"
448,448,1,"None"
449,449,1,"None"
450,450,1,"None"
451,451,1,"None"
452,452,1,"None"
453,453,1,"None"
454,454,1,"None"
455,455,1,"None"
456,456,1,"None"
457,457,1,"None"
458,458,1,"None"
459,459,1,"None"
460,460,1,"None"
461,461,1,"None"
462,462,1,"None"
463,463,1,"None"
464,464,1,"None"
465,465,1,"None"
466,466,1,"None"
467,467,1,"None"
468,468,1,"None"
469,469,1,"None"
470,470,1,"None"
471,471,1,"None"
472,472,1,"None"
473,473,1,"None"
474,474,1,"None"
475,475,1,"None"
476,476,1,"None"
477,477,1,"None"
478,478,1,"None"
479,479,1,"None"
480,480,1,"None"
481,481,1,"None"
482,482,1,"None"
483,483,1,"None"
484,484,1,"None"
485,485,1,"None"
486,486,1,"None"
487,487,1,"None"
488,488,1,"None"
489,489,1,"None"
490,490,1,"None"
491,491,1,"None"
492,492,1,"None"
493,493,1,"None"
494,494,1,"None"
495,495,1,"None"
496,496,1,"None"
497,497,1,"None"
498,498,1,"None"
499,499,1,"None"
500,500,1,"None"
501,501,1,"None"
502,502,1,"None"
503,503,1,"None"
504,504,1,"None"
505,505,1,"None"
506,506,1,"None"
507,507,1,"None"
508,508,1,"None"
509,509,1,"None"
510,510,1,"None"
511,511,1,"None"
512,512,1,"None"
513,513,1,"None"
514,514,1,"None"
515,515,1,"None"
516,516,1,"None"
517,517,1,"None"
518,518,1,"None"
519,519,1,"None"
520,520,1,"None"
521,521,1,"None"
522,522,1,"None"
523,523,1,"None"
524,524,1,"None"
525,525,1,"None"
526,526,1,"None"
527,527,1,"None"
528,528,1,"None"
529,529,1,"None"
530,530,1,"None"
531,531,1,"None"
532,532,1,"None"
533,533,1,"None"
534,534,1,"None"
535,535,1,"None"
536,536,1,"None"
537,537,1,"None"
538,538,1,"None"
539,539,1,"None"
540,540,1,"None"
541,541,1,"None"
542,542,1,"None"
543,543,1,"None"
544,544,1,"None"
545,545,1,"None"
546,546,1,"None"
547,547,1,"None"
548,548,1,"None"
549,549,1,"None"
550,550,1,"None"
551,551,1,"None"
552,552,1,"None"
553,553,1,"None"
554,554,1,"None"
555,555,1,"None"
556,556,1,"None"
557,557,1,"None"
558,558,1,"None"
559,559,1,"None"
560,560,1,"None"
561,561,1,"None"
562,562,1,"None"
563,563,1,"None"
564,564,1,"None"
565,565,1,"None"
566,566,1,"None"
567,567,1,"None"
568,568,1,"None"
569,569,1,"None"
570,570,1,"None"
571,571,1,"None"
572,572,1,"None"
573,573,1,"None"
574,574,1,"None"
575,575,1,"None"
576,576,1,"None"
577,577,1,"None"
578,578,1,"None"
579,579,1,"None"
580,580,1,"None"
581,581,1,"None"
582,582,1,"None"
583,583,1,"None"
584,584,1,"None"
585,585,1,"None"
586,586,1,"None"
587,587,1,"None"
588,588,1,"None"
589,589,1,"None"
590,590,1,"None"
591,591,1,"None"
592,592,1,"None"
593,593,1,"None"
594,594,1,"None"
595,595,1,"None"
596,596,1,"None"
597,597,1,"None"
598,598,1,"None"
599,599,1,"None"
600,600,1,"None"
601,601,1,"None"
602,602,1,"None"
603,603,1,"None"
604,604,1,"None"
605,605,1,"None"
606,606,1,"None"
607,607,1,"None"
608,608,1,"None"
609,609,1,"None"
610,610,1,"None"
611,611,1,"None"
612,612,1,"None"
613,613,1,"None"
614,614,1,"None"
615,615,1,"None"
616,616,1,"None"
617,617,1,"None"
618,618,1,"None"
619,619,1,"None"
620,620,1,"None"
621,621,1,"None"
622,622,1,"None"
623,623,1,"None"
624,624,1,"None"
625,625,1,"None"
626,626,1,"None"
627,627,1,"None"
628,628,1,"None"
629,629,1,"None"
630,630,1,"None"
631,631,1,"None"
632,632,1,"None"
633,633,1,"None"
634,634,1,"None"
635,635,1,"None"
636,636,1,"None"
637,637,1,"None"
638,638,1,"None"
639,639,1,"None"
640,640,1,"None"
641,641,1,"None"
642,642,1,"None"
643,643,1,"None"
644,644,1,"None"
645,645,1,"None"
646,646,1,"None"
647,647,1,"None"
648,648,1,"None"
649,649,1,"None"
650,650,1,"None"
651,651,1,"None"
652,652,1,"None"
653,653,1,"None"
654,654,1,"None"
655,655,1,"None"
656,656,1,"None"
657,657,1,"None"
658,658,1,"None"
659,659,1,"None"
660,660,1,"None"
661,661,1,"None"
662,662,1,"None"
663,663,1,"None"
664,664,1,"None"
665,665,1,"None"
666,666,1,"None"
667,667,1,"None"
668,668,1,"None"
669,669,1,"None"
670,670,1,"None"
671,671,1,"None"
672,672,1,"None"
673,673,1,"None"
674,674,1,"None"
675,675,1,"None"
676,676,1,"None"
677,677,1,"None"
678,678,1,"None"
679,679,1,"None"
680,680,1,"None"
681,681,1,"None"
682,682,1,"None"
683,683,1,"None"
684,684,1,"None"
685,685,1,"None"
686,686,1,"None"
687,687,1,"None"
688,688,1,"None"
689,689,1,"None"
690,690,1,"None"
691,691,1,"None"
692,692,1,"None"
693,693,1,"None"
694,694,1,"None"
695,695,1,"None"
696,696,1,"None"
697,697,1,"None"
698,698,1,"None"
699,699,1,"None"
700,700,1,"None"
701,701,1,"None"
702,702,1,"None"
703,703,1,"None"
704,704,1,"None"
705,705,1,"None"
706,706,1,"None"
707,707,1,"None"
708,708,1,"None"
709,709,1,"None"
710,710,1,"None"
711,711,1,"None"
712,712,1,"None"
713,713,1,"None"
714,714,1,"None"
715,715,1,"None"
716,716,1,"None"
717,717,1,"None"
718,718,1,"None"
719,719,1,"None"
720,720,1,"None"
721,721,1,"None"
722,722,1,"None"
723,723,1,"None"
724,724,1,"None"
725,725,1,"None"
726,726,1,"None"
727,727,1,"None"
728,728,1,"None"
729,729,1,"None"
730,730,1,"None"
731,731,1,"None"
732,732,1,"None"
733,733,1,"None"
734,734,1,"None"
735,735,1,"None"
736,736,1,"None"
737,737,1,"None"
738,738,1,"None"
739,739,1,"None"
740,740,1,"None"
741,741,1,"None"
742,742,1,"None"
743,743,1,"None"
744,744,1,"None"
745,745,1,"None"
746,746,1,"None"
747,747,1,"None"
748,748,1,"None"
749,749,1,"None"
750,750,1,"None"
751,751,1,"None"
752,752,1,"None"
753,753,1,"None"
754,754,1,"None"
755,755,1,"None"
756,756,1,"None"
757,757,1,"None"
758,758,1,"None"
759,759,1,"None"
760,760,1,"None"
761,761,1,"None"
762,762,1,"None"
763,763,1,"None"
764,764,1,"None"
765,765,1,"None"
766,766,1,"None"
767,767,1,"None"
768,768,1,"None"
769,769,1,"None"
770,770,1,"None"
771,771,1,"None"
772,772,1,"None"
773,773,1,"None"
774,774,1,"None"
775,775,1,"None"
776,776,1,"None"
777,777,1,"None"
778,778,1,"None"
779,779,1,"None"
780,780,1,"None"
781,781,1,"None"
782,782,1,"None"
783,783,1,"None"
784,784,1,"None"
785,785,1,"None"
786,786,1,"None"
787,787,1,"None"
788,788,1,"None"
789,789,1,"None"
790,790,1,"None"
791,791,1,"None"
792,792,1,"None"
793,793,1,"None"
794,794,1,"None"
795,795,1,"None"
796,796,1,"None"
797,797,1,"None"
798,798,1,"None"
799,799,1,"None"
800,800,1,"None"
801,801,1,"None"
802,802,1,"None"
803,803,1,"None"
804,804,1,"None"
805,805,1,"None"
806,806,1,"None"
807,807,1,"None"
808,808,1,"None"
809,809,1,"None"
810,810,1,"None"
811,811,1,"None"
812,812,1,"None"
813,813,1,"None"
814,814,1,"None"
815,815,1,"None"
816,816,1,"None"
817,817,1,"None"
818,818,1,"None"
819,819,1,"None"
820,820,1,"None"
821,821,1,"None"
822,822,1,"None"
823,823,1,"None"
824,824,1,"None"
825,825,1,"None"
826,826,1,"None"
827,827,1,"None"
828,828,1,"None"
829,829,1,"None"
830,830,1,"None"
831,831,1,"None"
832,832,1,"None"
833,833,1,"None"
834,834,1,"None"
835,835,1,"None"
836,836,1,"None"
837,837,1,"None"
838,838,1,"None"
839,839,1,"None"
840,840,1,"None"
841,841,1,"None"
842,842,1,"None"
843,843,1,"None"
844,844,1,"None"
845,845,1,"None"
846,846,1,"None"
847,847,1,"None"
848,848,1,"None"
849,849,1,"None"
850,850,1,"None"
851,851,1,"None"
852,852,1,"None"
853,853,1,"None"
854,854,1,"None"
855,855,1,"None"
856,856,1,"None"
857,857,1,"None"
858,858,1,"None"
859,859,1,"None"
860,860,1,"None"
861,861,1,"None"
862,862,1,"None"
863,863,1,"None"
864,864,1,"None"
865,865,1,"None"
866,866,1,"None"
867,867,1,"None"
868,868,1,"None"
869,869,1,"None"
870,870,1,"None"
871,871,1,"None"
872,872,1,"None"
873,873,1,"None"
874,874,1,"None"
875,875,1,"None"
876,876,1,"None"
877,877,1,"None"
878,878,1,"None"
879,879,1,"None"
880,880,1,"None"
881,881,1,"None"
882,882,1,"None"
883,883,1,"None"
884,884,1,"None"
885,885,1,"None"
886,886,1,"None"
887,887,1,"None"
888,888,1,"None"
889,889,1,"None"
890,890,1,"None"
891,891,1,"None"
892,892,1,"None"
893,893,1,"None"
894,894,1,"None"
895,895,1,"None"
896,896,1,"None"
897,897,1,"None"
898,898,1,"None"
899,899,1,"None"
900,900,1,"None"
901,901,1,"None"
902,902,1,"None"
903,903,1,"None"
904,904,1,"None"
905,905,1,"None"
906,906,1,"None"
907,907,1,"None"
908,908,1,"None"
909,909,1,"None"
910,910,1,"None"
911,911,1,"None"
912,912,1,"None"
913,913,1,"None"
914,914,1,"None"
915,915,1,"None"
916,916,1,"None"
917,917,1,"None"
918,918,1,"None"
919,919,1,"None"
920,920,1,"None"
921,921,1,"None"
922,922,1,"None"
923,923,1,"None"
924,924,1,"None"
925,925,1,"None"
926,926,1,"None"
927,927,1,"None"
928,928,1,"None"
929,929,1,"None"
930,930,1,"None"
931,931,1,"None"
932,932,1,"None"
933,933,1,"None"
934,934,1,"None"
935,935,1,"None"
936,936,1,"None"
937,937,1,"None"
938,938,1,"None"
939,939,1,"None"
940,940,1,"None"
941,941,1,"None"
942,942,1,"None"
943,943,1,"None"
944,944,1,"None"
945,945,1,"None"
946,946,1,"None"
947,947,1,"None"
948,948,1,"None"
949,949,1,"None"
950,950,1,"None"
951,951,1,"None"
952,952,1,"None"
953,953,1,"None"
954,954,1,"None"
955,955,1,"None"
956,956,1,"None"
957,957,1,"None"
958,958,1,"None"
959,959,1,"None"
960,960,1,"None"
961,961,1,"None"
962,962,1,"None"
963,963,1,"None"
964,964,1,"None"
965,965,1,"None"
966,966,1,"None"
967,967,1,"None"
968,968,1,"None"
969,969,1,"None"
970,970,1,"None"
971,971,1,"None"
972,972,1,"None"
973,973,1,"None"
974,974,1,"None"
975,975,1,"None"
976,976,1,"None"
977,977,1,"None"
978,978,1,"None"
979,979,1,"None"
980,980,1,"None"
981,981,1,"None"
982,982,1,"None"
983,983,1,"None"
984,984,1,"None"
985,985,1,"None"
986,986,1,"None"
987,987,1,"None"
988,988,1,"None"
989,989,1,"None"
990,990,1,"None"
991,991,1,"None"
992,992,1,"None"
993,993,1,"None"
994,994,1,"None"
995,995,1,"None"
996,996,1,"None"
997,997,1,"None"
998,998,1,"None"
999,999,1,"None"
1000,1000,1,"None"
1001,1001,1,"None"
1002,1002,1,"None"
1003,1003,1,"None"
1004,1004,1,"None"
1005,1005,1,"None"
1006,1006,1,"None"
1007,1007,1,"None"
1008,1008,1,"None"
1009,1009,1,"None"
1010,1010,1,"None"
1011,1011,1,"None"
1012,1012,1,"None"
1013,1013,1,"None"
1014,1014,1,"None"
1015,1015,1,"None"
1016,1016,1,"None"
1017,1017,1,"None"
1018,1018,1,"None"
1019,1019,1,"None"
1020,1020,1,"None"
1021,1021,1,"None"
1022,1022,1,"None"
1023,1023,1,"None"
1024,1024,1,"None"
1025,1025,1,"None"
1026,1026,1,"None"
1027,1027,1,"None"
1028,1028,1,"None"
1029,1029,1,"None"
1030,1030,1,"None"
1031,1031,1,"None"
1032,1032,1,"None"
1033,1033,1,"None"
1034,1034,1,"None"
1035,1035,1,"None"
1036,1036,1,"None"
1037,1037,1,"None"
1038,1038,1,"None"
1039,1039,1,"None"
1040,1040,1,"None"
1041,1041,1,"None"
1042,1042,1,"None"
1043,1043,1,"None"
1044,1044,1,"None"
1045,1045,1,"None"
1046,1046,1,"None"
1047,1047,1,"None"
1048,1048,1,"None"
1049,1049,1,"None"
1050,1050,1,"None"
1051,1051,1,"None"
1052,1052,1,"None"
1053,1053,1,"None"
1054,1054,1,"None"
1055,1055,1,"None"
1056,1056,1,"None"
1057,1057,1,"None"
1058,1058,1,"None"
1059,1059,1,"None"
1060,1060,1,"None"
1061,1061,1,"None"
1062,1062,1,"None"
1063,1063,1,"None"
1064,1064,1,"None"
1065,1065,1,"None"
1066,1066,1,"None"
1067,1067,1,"None"
1068,1068,1,"None"
1069,1069,1,"None"
1070,1070,1,"None"
1071,1071,1,"None"
1072,1072,1,"None"
1073,1073,1,"None"
1074,1074,1,"None"
1075,1075,1,"None"
1076,1076,1,"None"
1077,1077,1,"None"
1078,1078,1,"None"
1079,1079,1,"None"
1080,1080,1,"None"
1081,1081,1,"None"
1082,1082,1,"None"
1083,1083,1,"None"
1084,1084,1,"None"
1085,1085,1,"None"
1086,1086,1,"None"
1087,1087,1,"None"
1088,1088,1,"None"
1089,1089,1,"None"
1090,1090,1,"None"
1091,1091,1,"None"
1092,1092,1,"None"
1093,1093,1,"None"
1094,1094,1,"None"
1095,1095,1,"None"
1096,1096,1,"None"
1097,1097,1,"None"
1098,1098,1,"None"
1099,1099,1,"None"
1100,1100,1,"None"
1101,1101,1,"None"
1102,1102,1,"None"
1103,1103,1,"None"
1104,1104,1,"None"
1105,1105,1,"None"
1106,1106,1,"None"
1107,1107,1,"None"
1108,1108,1,"None"
1109,1109,1,"None"
1110,1110,1,"None"
1111,1111,1,"None"
1112,1112,1,"None"
1113,1113,1,"None"
1114,1114,1,"None"
1115,1115,1,"None"
1116,1116,1,"None"
1117,1117,1,"None"
1118,1118,1,"None"
1119,1119,1,"None"
1120,1120,1,"None"
1121,1121,1,"None"
1122,1122,1,"None"
1123,1123,1,"None"
1124,1124,1,"None"
1125,1125,1,"None"
1126,1126,1,"None"
1127,1127,1,"None"
1128,1128,1,"None"
1129,1129,1,"None"
1130,1130,1,"None"
1131,1131,1,"None"
1132,1132,1,"None"
1133,1133,1,"None"
1134,1134,1,"None"
1135,1135,1,"None"
1136,1136,1,"None"
1137,1137,1,"None"
1138,1138,1,"None"
1139,1139,1,"None"
1140,1140,1,"None"
1141,1141,1,"None"
1142,1142,1,"None"
1143,1143,1,"None"
1144,1144,1,"None"
1145,1145,1,"None"
1146,1146,1,"None"
1147,1147,1,"None"
1148,1148,1,"None"
1149,1149,1,"None"
1150,1150,1,"None"
1151,1151,1,"None"
1152,1152,1,"None"
1153,1153,1,"None"
1154,1154,1,"None"
1155,1155,1,"None"
1156,1156,1,"None"
1157,1157,1,"None"
1158,1158,1,"None"
1159,1159,1,"None"
1160,1160,1,"None"
1161,1161,1,"None"
1162,1162,1,"None"
1163,1163,1,"None"
1164,1164,1,"None"
1165,1165,1,"None"
1166,1166,1,"None"
1167,1167,1,"None"
1168,1168,1,"None"
1169,1169,1,"None"
1170,1170,1,"None"
1171,1171,1,"None"
1172,1172,1,"None"
1173,1173,1,"None"
1174,1174,1,"None"
1175,1175,1,"None"
1176,1176,1,"None"
1177,1177,1,"None"
1178,1178,1,"None"
1179,1179,1,"None"
1180,1180,1,"None"
1181,1181,1,"None"
1182,1182,1,"None"
1183,1183,1,"None"
1184,1184,1,"None"
1185,1185,1,"None"
1186,1186,1,"None"
1187,1187,1,"None"
1188,1188,1,"None"
1189,1189,1,"None"
1190,1190,1,"None"
1191,1191,1,"None"
1192,1192,1,"None"
1193,1193,1,"None"
1194,1194,1,"None"
1195,1195,1,"None"
1196,1196,1,"None"
1197,1197,1,"None"
1198,1198,1,"None"
1199,1199,1,"None"
1200,1200,1,"None"
1201,1201,1,"None"
1202,1202,1,"None"
1203,1203,1,"None"
1204,1204,1,"None"
1205,1205,1,"None"
1206,1206,1,"None"
1207,1207,1,"None"
1208,1208,1,"None"
1209,1209,1,"None"
1210,1210,1,"None"
1211,1211,1,"None"
1212,1212,1,"None"
1213,1213,1,"None"
1214,1214,1,"None"
1215,1215,1,"None"
1216,1216,1,"None"
1217,1217,1,"None"
1218,1218,1,"None"
1219,1219,1,"None"
1220,1220,1,"None"
1221,1221,1,"None"
1222,1222,1,"None"
1223,1223,1,"None"
1224,1224,1,"None"
1225,1225,1,"None"
1226,1226,1,"None"
1227,1227,1,"None"
1228,1228,1,"None"
1229,1229,1,"None"
1230,1230,1,"None"
1231,1231,1,"None"
1232,1232,1,"None"
1233,1233,1,"None"
1234,1234,1,"None"
1235,1235,1,"None"
1236,1236,1,"None"
1237,1237,1,"None"
1238,1238,1,"None"
1239,1239,1,"None"
1240,1240,1,"None"
1241,1241,1,"None"
1242,1242,1,"None"
1243,1243,1,"None"
1244,1244,1,"None"
1245,1245,1,"None"
1246,1246,1,"None"
1247,1247,1,"None"
1248,1248,1,"None"
1249,1249,1,"None"
1250,1250,1,"None"
1251,1251,1,"None"
1252,1252,1,"None"
1253,1253,1,"None"
1254,1254,1,"None"
1255,1255,1,"None"
1256,1256,1,"None"
1257,1257,1,"None"
1258,1258,1,"None"
1259,1259,1,"None"
1260,1260,1,"None"
1261,1261,1,"None"
1262,1262,1,"None"
1263,1263,1,"None"
1264,1264,1,"None"
1265,1265,1,"None"
1266,1266,1,"None"
1267,1267,1,"None"
1268,1268,1,"None"
1269,1269,1,"None"
1270,1270,1,"None"
1271,1271,1,"None"
1272,1272,1,"None"
1273,1273,1,"None"
1274,1274,1,"None"
1275,1275,1,"None"
1276,1276,1,"None"
1277,1277,1,"None"
1278,1278,1,"None"
1279,1279,1,"None"
1280,1280,1,"None"
1281,1281,1,"None"
1282,1282,1,"None"
1283,1283,1,"None"
1284,1284,1,"None"
1285,1285,1,"None"
1286,1286,1,"None"
1287,1287,1,"None"
1288,1288,1,"None"
1289,1289,1,"None"
1290,1290,1,"None"
1291,1291,1,"None"
1292,1292,1,"None"
1293,1293,1,"None"
1294,1294,1,"None"
1295,1295,1,"None"
1296,1296,1,"None"
1297,1297,1,"None"
1298,1298,1,"None"
1299,1299,1,"None"
1300,1300,1,"None"
1301,1301,1,"None"
1302,1302,1,"None"
1303,1303,1,"None"
1304,1304,1,"None"
1305,1305,1,"None"
1306,1306,1,"None"
1307,1307,1,"None"
1308,1308,1,"None"
1309,1309,1,"None"
1310,1310,1,"None"
1311,1311,1,"None"
1312,1312,1,"None"
1313,1313,1,"None"
1314,1314,1,"None"
1315,1315,1,"None"
1316,1316,1,"None"
1317,1317,1,"None"
1318,1318,1,"None"
1319,1319,1,"None"
1320,1320,1,"None"
1321,1321,1,"None"
1322,1322,1,"None"
1323,1323,1,"None"
1324,1324,1,"None"
1325,1325,1,"None"
1326,1326,1,"None"
1327,1327,1,"None"
1328,1328,1,"None"
1329,1329,1,"None"
1330,1330,1,"None"
