x,y,dy/dx,state
255,1,0,"None"
256,1,0,"None"
257,1,0,"None"
258,1,0,"None"
259,1,0,"None"
260,1,0,"None"
261,1,0,"None"
262,1,0,"None"
263,1,0,"None"
264,1,0,"None"
265,1,0,"None"
266,1,0,"None"
267,1,0,"None"
268,1,0,"None"
269,1,0,"None"
270,1,0,"None"
271,1,0,"None"
272,1,0,"None"
273,1,0,"None"
274,1,0,"None"
275,1,0,"None"
276,1,0,"None"
277,1,0,"None"
278,1,0,"None"
279,1,0,"None"
280,1,0,"None"
281,1,0,"None"
282,1,0,"None"
283,1,0,"None"
284,1,0,"None"
285,1,0,"None"
286,1,0,"None"
287,1,0,"None"
288,1,0,"None"
289,1,0,"None"
290,1,0,"None"
291,1,0,"None"
292,1,0,"None"
293,1,0,"None"
294,1,0,"None"
295,1,0,"None"
296,1,0,"None"
297,1,0,"None"
298,1,0,"None"
299,1,0,"None"
300,1,0,"None"
301,1,0,"None"
302,1,0,"None"
303,1,0,"None"
304,1,0,"None"
305,1,0,"None"
306,1,0,"None"
307,1,0,"None"
308,1,0,"None"
309,1,0,"None"
310,1,0,"None"
311,1,0,"None"
312,1,0,"None"
313,1,0,"None"
314,1,0,"None"
315,1,0,"None"
316,1,0,"None"
317,1,0,"None"
318,1,0,"None"
319,1,0,"None"
320,1,0,"None"
321,1,0,"None"
322,1,0,"None"
323,1,0,"None"
324,1,0,"None"
325,1,0,"None"
326,1,0,"None"
327,1,0,"None"
328,1,0,"None"
329,1,0,"None"
330,1,0,"None"
331,1,0,"None"
332,1,0,"None"
333,1,0,"None"
334,1,0,"None"
335,1,0,"None"
336,1,0,"None"
337,1,0,"None"
338,1,0,"None"
339,1,0,"None"
340,1,0,"None"
341,1,0,"None"
342,1,0,"None"
343,1,0,"None"
344,1,0,"None"
345,1,0,"None"
346,1,0,"None"
347,1,0,"None"
348,1,0,"None"
349,1,0,"None"
350,1,0,"None"
351,1,0,"None"
352,1,0,"None"
353,1,0,"None"
354,1,0,"None"
355,1,0,"None"
356,1,0,"None"
357,1,0,"None"
358,1,0,"None"
359,1,0,"None"
360,1,0,"None"
361,1,0,"None"
362,1,0,"None"
363,1,0,"None"
364,1,0,"None"
365,1,0,"None"
366,1,0,"None"
367,1,0,"None"
368,1,0,"None"
369,1,0,"None"
370,1,0,"None"
371,1,0,"None"
372,1,0,"None"
373,1,0,"None"
374,1,0,"None"
375,1,0,"None"
376,1,0,"None"
377,1,0,"None"
378,1,0,"None"
379,1,0,"None"
380,1,0,"None"
381,1,0,"None"
382,1,0,"None"
383,1,0,"None"
384,1,0,"None"
385,1,0,"None"
386,1,0,"None"
387,1,0,"None"
388,1,0,"None"
389,1,0,"None"
390,1,0,"None"
391,1,0,"None"
392,1,0,"None"
393,1,0,"None"
394,1,0,"None"
395,1,0,"None"
396,1,0,"None"
397,1,0,"None"
398,1,0,"None"
399,1,0,"None"
400,1,0,"None"
401,1,0,"None"
402,1,0,"None"
403,1,0,"None"
404,1,0,"None"
405,1,0,"None"
406,1,0,"None"
407,1,0,"None"
408,1,0,"None"
409,1,0,"None"
410,1,0,"None"
411,1,0,"None"
412,1,0,"None"
413,1,0,"None"
414,1,0,"None"
415,1,0,"None"
416,1,0,"None"
417,1,0,"None"
418,1,0,"None"
419,1,0,"None"
420,1,0,"None"
421,1,0,"None"
422,1,0,"None"
423,1,0,"None"
424,1,0,"None"
425,1,0,"None"
426,1,0,"None"
427,1,0,"None"
428,1,0,"None"
429,1,0,"None"
430,1,0,"None"
431,1,0,"None"
432,1,0,"None"
433,1,0,"None"
434,1,0,"None"
435,1,0,"None"
436,1,0,"None"
437,1,0,"None"
438,1,0,"None"
439,1,0,"None"
440,1,0,"None"
441,1,0,"None"
442,1,0,"None"
443,1,0,"None"
444,1,0,"None"
445,1,0,"None"
446,1,0,"None"
447,1,0,"None"
448,1,0,"None"
449,1,0,"None"
450,1,0,"None"
451,1,0,"None"
452,1,0,"None"
453,1,0,"None"
454,1,0,"None"
455,1,0,"None"
456,1,0,"None"
457,1,0,"None"
458,1,0,"None"
459,1,0,"None"
460,1,0,"None"
461,1,0,"None"
462,1,0,"None"
463,1,0,"None"
464,1,0,"None"
465,1,0,"None"
466,1,0,"None"
467,1,0,"None"
468,1,0,"None"
469,1,0,"None"
470,1,0,"None"
471,1,0,"None"
472,1,0,"None"
473,1,0,"None"
474,1,0,"None"
475,1,0,"None"
476,1,0,"None"
477,1,0,"None"
478,1,0,"None"
479,1,0,"None"
480,1,0,"None"
481,1,0,"None"
482,1,0,"None"
483,1,0,"None"
484,1,0,"None"
485,1,0,"None"
486,1,0,"None"
487,1,0,"None"
488,1,0,"None"
489,1,0,"None"
490,1,0,"None"
491,1,0,"None"
492,1,0,"None"
493,1,0,"None"
494,1,0,"None"
495,1,0,"None"
496,1,0,"None"
497,1,0,"None"
498,1,0,"None"
499,1,0,"None"
500,1,0,"None"
501,1,0,"None"
502,1,0,"None"
503,1,0,"None"
504,1,0,"None"
505,1,0,"None"
506,1,0,"None"
507,1,0,"None"
508,1,0,"None"
509,1,0,"None"
510,1,0,"None"
511,1,0,"None"
512,1,0,"None"
513,1,0,"None"
514,1,0,"None"
515,1,0,"None"
516,1,0,"None"
517,1,0,"None"
518,1,0,"None"
519,1,0,"None"
520,1,0,"None"
521,1,0,"None"
522,1,0,"None"
523,1,0,"None"
524,1,0,"None"
525,1,0,"None"
526,1,0,"None"
527,1,0,"None"
528,1,0,"None"
529,1,0,"None"
530,1,0,"None"
531,1,0,"None"
532,1,0,"None"
533,1,0,"None"
534,1,0,"None"
535,1,0,"None"
536,1,0,"None"
537,1,0,"None"
538,1,0,"None"
539,1,0,"None"
540,1,0,"None"
541,1,0,"None"
542,1,0,"None"
543,1,0,"None"
544,1,0,"None"
545,1,0,"None"
546,1,0,"None"
547,1,0,"None"
548,1,0,"None"
549,1,0,"None"
550,1,0,"None"
551,1,0,"None"
552,1,0,"None"
553,1,0,"None"
554,1,0,"None"
555,1,0,"None"
556,1,0,"None"
557,1,0,"None"
558,1,0,"None"
559,1,0,"None"
560,1,0,"None"
561,1,0,"None"
562,1,0,"None"
563,1,0,"None"
564,1,0,"None"
565,1,0,"None"
566,1,0,"None"
567,1,0,"None"
568,1,0,"None"
569,1,0,"None"
570,1,0,"None"
571,1,0,"None"
572,1,0,"None"
573,1,0,"None"
574,1,0,"None"
575,1,0,"None"
576,1,0,"None"
577,1,0,"None"
578,1,0,"None"
579,1,0,"None"
580,1,0,"None"
581,1,0,"None"
582,1,0,"None"
583,1,0,"None"
584,1,0,"None"
585,1,0,"None"
586,1,0,"None"
587,1,0,"None"
588,1,0,"None"
589,1,0,"None"
590,1,0,"None"
591,1,0,"None"
592,1,0,"None"
593,1,0,"None"
594,1,0,"None"
595,1,0,"None"
596,1,0,"None"
597,1,0,"None"
598,1,0,"None"
599,1,0,"None"
600,1,0,"None"
601,1,0,"None"
602,1,0,"None"
603,1,0,"None"
604,1,0,"None"
605,1,0,"None"
606,1,0,"None"
607,1,0,"None"
608,1,0,"None"
609,1,0,"None"
610,1,0,"None"
611,1,0,"None"
612,1,0,"None"
613,1,0,"None"
614,1,0,"None"
615,1,0,"None"
616,1,0,"None"
617,1,0,"None"
618,1,0,"None"
619,1,0,"None"
620,1,0,"None"
621,1,0,"None"
622,1,0,"None"
623,1,0,"None"
624,1,0,"None"
625,1,0,"None"
626,1,0,"None"
627,1,0,"None"
628,1,0,"None"
629,1,0,"None"
630,1,0,"None"
631,1,0,"None"
632,1,0,"None"
633,1,0,"None"
634,1,0,"None"
635,1,0,"None"
636,1,0,"None"
637,1,0,"None"
638,1,0,"None"
639,1,0,"None"
640,1,0,"None"
641,1,0,"None"
642,1,0,"None"
643,1,0,"None"
644,1,0,"None"
645,1,0,"None"
646,1,0,"None"
647,1,0,"None"
648,1,0,"None"
649,1,0,"None"
650,1,0,"None"
651,1,0,"None"
652,1,0,"None"
653,1,0,"None"
654,1,0,"None"
655,1,0,"None"
656,1,0,"None"
657,1,0,"None"
658,1,0,"None"
659,1,0,"None"
660,1,0,"None"
661,1,0,"None"
662,1,0,"None"
663,1,0,"None"
664,1,0,"None"
665,1,0,"None"
666,1,0,"None"
667,1,0,"None"
668,1,0,"None"
669,1,0,"None"
670,1,0,"None"
671,1,0,"None"
672,1,0,"None"
673,1,0,"None"
674,1,0,"None"
675,1,0,"None"
676,1,0,"None"
677,1,0,"None"
678,1,0,"None"
679,1,0,"None"
680,1,0,"None"
681,1,0,"None"
682,1,0,"None"
683,1,0,"None"
684,1,0,"None"
685,1,0,"None"
686,1,0,"None"
687,1,0,"None"
688,1,0,"None"
689,1,0,"None"
690,1,0,"None"
691,1,0,"None"
692,1,0,"None"
693,1,0,"None"
694,1,0,"None"
695,1,0,"None"
696,1,0,"None"
697,1,0,"None"
698,1,0,"None"
699,1,0,"None"
700,1,0,"None"
701,1,0,"None"
702,1,0,"None"
703,1,0,"None"
704,1,0,"None"
705,1,0,"None"
706,1,0,"None"
707,1,0,"None"
708,1,0,"None"
709,1,0,"None"
710,1,0,"None"
711,1,0,"None"
712,1,0,"None"
713,1,0,"None"
714,1,0,"None"
715,1,0,"None"
716,1,0,"None"
717,1,0,"None"
718,1,0,"None"
719,1,0,"None"
720,1,0,"None"
721,1,0,"None"
722,1,0,"None"
723,1,0,"None"
724,1,0,"None"
725,1,0,"None"
726,1,0,"None"
727,1,0,"None"
728,1,0,"None"
729,1,0,"None"
730,1,0,"None"
731,1,0,"None"
732,1,0,"None"
733,1,0,"None"
734,1,0,"None"
735,1,0,"None"
736,1,0,"None"
737,1,0,"None"
738,1,0,"None"
739,1,0,"None"
740,1,0,"None"
741,1,0,"None"
742,1,0,"None"
743,1,0,"None"
744,1,0,"None"
745,1,0,"None"
746,1,0,"None"
747,1,0,"None"
748,1,0,"None"
749,1,0,"None"
750,1,0,"None"
751,1,0,"None"
752,1,0,"None"
753,1,0,"None"
754,1,0,"None"
755,1,0,"None"
756,1,0,"None"
757,1,0,"None"
758,1,0,"None"
759,1,0,"None"
760,1,0,"None"
761,1,0,"None"
762,1,0,"None"
763,1,0,"None"
764,1,0,"None"
765,1,0,"None"
766,1,0,"None"
767,1,0,"None"
768,1,0,"None"
769,1,0,"None"
770,1,0,"None"
771,1,0,"None"
772,1,0,"None"
773,1,0,"None"
774,1,0,"None"
775,1,0,"None"
776,1,0,"None"
777,1,0,"None"
778,1,0,"None"
779,1,0,"None"
780,1,0,"None"
781,1,0,"None"
782,1,0,"None"
783,1,0,"None"
784,1,0,"None"
785,1,0,"None"
786,1,0,"None"
787,1,0,"None"
788,1,0,"None"
789,1,0,"None"
790,1,0,"None"
791,1,0,"None"
792,1,0,"None"
793,1,0,"None"
794,1,0,"None"
795,1,0,"None"
796,1,0,"None"
797,1,0,"None"
798,1,0,"None"
799,1,0,"None"
800,1,0,"None"
801,1,0,"None"
802,1,0,"None"
803,1,0,"None"
804,1,0,"None"
805,1,0,"None"
806,1,0,"None"
807,1,0,"None"
808,1,0,"None"
809,1,0,"None"
810,1,0,"None"
811,1,0,"None"
812,1,0,"None"
813,1,0,"None"
814,1,0,"None"
815,1,0,"None"
816,1,0,"None"
817,1,0,"None"
818,1,0,"None"
819,1,0,"None"
820,1,0,"None"
821,1,0,"None"
822,1,0,"None"
823,1,0,"None"
824,1,0,"None"
825,1,0,"None"
826,1,0,"None"
827,1,0,"None"
828,1,0,"None"
829,1,0,"None"
830,1,0,"None"
831,1,0,"None"
832,1,0,"None"
833,1,0,"None"
834,1,0,"None"
835,1,0,"None"
836,1,0,"None"
837,1,0,"None"
838,1,0,"None"
839,1,0,"None"
840,1,0,"None"
841,1,0,"None"
842,1,0,"None"
843,1,0,"None"
844,1,0,"None"
845,1,0,"None"
846,1,0,"None"
847,1,0,"None"
848,1,0,"None"
849,1,0,"None"
850,1,0,"None"
851,1,0,"None"
852,1,0,"None"
853,1,0,"None"
854,1,0,"None"
855,1,0,"None"
856,1,0,"None"
857,1,0,"None"
858,1,0,"None"
859,1,0,"None"
860,1,0,"None"
861,1,0,"None"
862,1,0,"None"
863,1,0,"None"
864,1,0,"None"
865,1,0,"None"
866,1,0,"None"
867,1,0,"None"
868,1,0,"None"
869,1,0,"None"
870,1,0,"None"
871,1,0,"None"
872,1,0,"None"
873,1,0,"None"
874,1,0,"None"
875,1,0,"None"
876,1,0,"None"
877,1,0,"None"
878,1,0,"None"
879,1,0,"None"
880,1,0,"None"
881,1,0,"None"
882,1,0,"None"
883,1,0,"None"
884,1,0,"None"
885,1,0,"None"
886,1,0,"None"
887,1,0,"None"
888,1,0,"None"
889,1,0,"None"
890,1,0,"None"
891,1,0,"None"
892,1,0,"None"
893,1,0,"None"
894,1,0,"None"
895,1,0,"None"
896,1,0,"None"
897,1,0,"None"
898,1,0,"None"
899,1,0,"None"
900,1,0,"None"
901,1,0,"None"
902,1,0,"None"
903,1,0,"None"
904,1,0,"None"
905,1,0,"None"
906,1,0,"None"
907,1,0,"None"
908,1,0,"None"
909,1,0,"None"
910,1,0,"None"
911,1,0,"None"
912,1,0,"None"
913,1,0,"None"
914,1,0,"None"
915,1,0,"None"
916,1,0,"None"
917,1,0,"None"
918,1,0,"None"
919,1,0,"None"
920,1,0,"None"
921,1,0,"None"
922,1,0,"None"
923,1,0,"None"
924,1,0,"None"
925,1,0,"None"
926,1,0,"None"
927,1,0,"None"
928,1,0,"None"
929,1,0,"None"
930,1,0,"None"
931,1,0,"None"
932,1,0,"None"
933,1,0,"None"
934,1,0,"None"
935,1,0,"None"
936,1,0,"None"
937,1,0,"None"
938,1,0,"None"
939,1,0,"None"
940,1,0,"None"
941,1,0,"None"
942,1,0,"None"
943,1,0,"None"
944,1,0,"None"
945,1,0,"None"
946,1,0,"None"
947,1,0,"None"
948,1,0,"None"
949,1,0,"None"
950,1,0,"None"
951,1,0,"None"
952,1,0,"None"
953,1,0,"None"
954,1,0,"None"
955,1,0,"None"
956,1,0,"None"
957,1,0,"None"
958,1,0,"None"
959,1,0,"None"
960,1,0,"None"
961,1,0,"None"
962,1,0,"None"
963,1,0,"None"
964,1,0,"None"
965,1,0,"None"
966,1,0,"None"
967,1,0,"None"
968,1,0,"None"
969,1,0,"None"
970,1,0,"None"
971,1,0,"None"
972,1,0,"None"
973,1,0,"None"
974,1,0,"None"
975,1,0,"None"
976,1,0,"None"
977,1,0,"None"
978,1,0,"None"
979,1,0,"None"
980,1,0,"None"
981,1,0,"None"
982,1,0,"None"
983,1,0,"None"
984,1,0,"None"
985,1,0,"None"
986,1,0,"None"
987,1,0,"None"
988,1,0,"None"
989,1,0,"None"
990,1,0,"None"
991,1,0,"None"
992,1,0,"None"
993,1,0,"None"
994,1,0,"None"
995,1,0,"None"
996,1,0,"None"
997,1,0,"None"
998,1,0,"None"
999,1,0,"None"
